Date,Mean_T,sensor
2017-04-28,23.2,02:00:00:28:8c:e6
2017-04-28,23.2,03:00:00:02:c5:f8
2017-04-28,23.2,03:00:00:05:05:30
2017-04-29,21.9,02:00:00:28:8c:e6
2017-04-29,21.9,03:00:00:02:c5:f8
2017-04-29,21.9,03:00:00:05:05:30
2017-04-30,23.9,02:00:00:28:8c:e6
2017-04-30,23.9,03:00:00:02:c5:f8
2017-04-30,23.9,03:00:00:05:05:30
2017-05-01,24.8,02:00:00:28:8c:e6
2017-05-01,24.8,03:00:00:02:c5:f8
2017-05-01,24.8,03:00:00:05:05:30
2017-05-02,23.1,02:00:00:28:8c:e6
2017-05-02,23.1,03:00:00:02:c5:f8
2017-05-02,23.1,03:00:00:05:05:30
2017-05-03,24.3,02:00:00:28:8c:e6
2017-05-03,24.3,03:00:00:02:c5:f8
2017-05-03,24.3,03:00:00:05:05:30
2017-05-04,23.7,02:00:00:28:8c:e6
2017-05-04,23.7,03:00:00:02:c5:f8
2017-05-04,23.7,03:00:00:05:05:30
2017-05-05,26.7,02:00:00:28:8c:e6
2017-05-05,26.7,03:00:00:02:c5:f8
2017-05-05,26.7,03:00:00:05:05:30
2017-05-06,24.2,02:00:00:28:8c:e6
2017-05-06,24.2,03:00:00:02:c5:f8
2017-05-06,24.2,03:00:00:05:05:30
2017-05-07,25.6,02:00:00:28:8c:e6
2017-05-07,25.6,03:00:00:02:c5:f8
2017-05-07,25.6,03:00:00:05:05:30
2017-05-08,26.2,02:00:00:28:8c:e6
2017-05-08,26.2,03:00:00:02:c5:f8
2017-05-08,26.2,03:00:00:05:05:30
2017-05-09,22.0,02:00:00:28:8c:e6
2017-05-09,22.0,03:00:00:02:c5:f8
2017-05-09,22.0,03:00:00:05:05:30
2017-05-10,26.0,02:00:00:28:8c:e6
2017-05-10,26.0,03:00:00:02:c5:f8
2017-05-10,26.0,03:00:00:05:05:30
2017-05-11,26.1,02:00:00:28:8c:e6
2017-05-11,26.1,03:00:00:02:c5:f8
2017-05-11,26.1,03:00:00:05:05:30
2017-05-12,25.1,02:00:00:28:8c:e6
2017-05-12,25.1,03:00:00:02:c5:f8
2017-05-12,25.1,03:00:00:05:05:30
2017-05-13,20.5,02:00:00:28:8c:e6
2017-05-13,20.5,03:00:00:02:c5:f8
2017-05-13,20.5,03:00:00:05:05:30
2017-05-14,25.3,02:00:00:28:8c:e6
2017-05-14,25.3,03:00:00:02:c5:f8
2017-05-14,25.3,03:00:00:05:05:30
2017-05-15,25.3,02:00:00:28:8c:e6
2017-05-15,25.3,03:00:00:02:c5:f8
2017-05-15,25.3,03:00:00:05:05:30
2017-05-16,18.9,02:00:00:28:8c:e6
2017-05-16,18.9,03:00:00:02:c5:f8
2017-05-16,18.9,03:00:00:05:05:30
2017-05-17,22.4,02:00:00:28:8c:e6
2017-05-17,22.4,03:00:00:02:c5:f8
2017-05-17,22.4,03:00:00:05:05:30
2017-05-18,24.0,02:00:00:28:8c:e6
2017-05-18,24.0,03:00:00:02:c5:f8
2017-05-18,24.0,03:00:00:05:05:30
2017-05-19,25.9,02:00:00:28:8c:e6
2017-05-19,25.9,03:00:00:02:c5:f8
2017-05-19,25.9,03:00:00:05:05:30
2017-05-20,25.9,02:00:00:28:8c:e6
2017-05-20,25.9,03:00:00:02:c5:f8
2017-05-20,25.9,03:00:00:05:05:30
2017-05-21,26.9,02:00:00:28:8c:e6
2017-05-21,26.9,03:00:00:02:c5:f8
2017-05-21,26.9,03:00:00:05:05:30
2017-05-22,27.6,02:00:00:28:8c:e6
2017-05-22,27.6,03:00:00:02:c5:f8
2017-05-22,27.6,03:00:00:05:05:30
2017-05-23,27.5,02:00:00:28:8c:e6
2017-05-23,27.5,03:00:00:02:c5:f8
2017-05-23,27.5,03:00:00:05:05:30
2017-05-24,24.5,02:00:00:28:8c:e6
2017-05-24,24.5,03:00:00:02:c5:f8
2017-05-24,24.5,03:00:00:05:05:30
2017-05-25,25.2,02:00:00:28:8c:e6
2017-05-25,25.2,03:00:00:02:c5:f8
2017-05-25,25.2,03:00:00:05:05:30
2017-05-26,26.6,02:00:00:28:8c:e6
2017-05-26,26.6,03:00:00:02:c5:f8
2017-05-26,26.6,03:00:00:05:05:30
2017-05-27,24.7,02:00:00:28:8c:e6
2017-05-27,24.7,03:00:00:02:c5:f8
2017-05-27,24.7,03:00:00:05:05:30
2017-05-28,24.1,02:00:00:28:8c:e6
2017-05-28,24.1,03:00:00:02:c5:f8
2017-05-28,24.1,03:00:00:05:05:30
2017-05-29,26.3,02:00:00:28:8c:e6
2017-05-29,26.3,03:00:00:02:c5:f8
2017-05-29,26.3,03:00:00:05:05:30
2017-05-30,26.7,02:00:00:28:8c:e6
2017-05-30,26.7,03:00:00:02:c5:f8
2017-05-30,26.7,03:00:00:05:05:30
2017-05-31,27.9,02:00:00:28:8c:e6
2017-05-31,27.9,03:00:00:02:c5:f8
2017-05-31,27.9,03:00:00:05:05:30
2017-06-01,27.5,02:00:00:28:8c:e6
2017-06-02,23.7,02:00:00:28:8c:e6
2017-06-03,23.4,02:00:00:28:8c:e6
2017-06-04,24.0,02:00:00:28:8c:e6
2017-06-05,24.1,02:00:00:28:8c:e6
2017-06-06,24.3,02:00:00:28:8c:e6
2017-06-07,23.0,02:00:00:28:8c:e6
2017-06-08,24.6,02:00:00:28:8c:e6
2017-06-09,25.7,02:00:00:28:8c:e6
2017-06-10,26.2,02:00:00:28:8c:e6
2017-06-11,22.5,02:00:00:28:8c:e6
2017-06-12,23.3,02:00:00:28:8c:e6
2017-06-13,23.3,02:00:00:28:8c:e6
2017-06-14,24.8,02:00:00:28:8c:e6
2017-06-15,25.1,02:00:00:28:8c:e6
2017-06-16,25.2,02:00:00:28:8c:e6
2017-06-17,24.8,02:00:00:28:8c:e6
2017-06-18,24.6,02:00:00:28:8c:e6
2017-06-19,26.0,02:00:00:28:8c:e6
2017-06-20,26.1,02:00:00:28:8c:e6
2017-06-21,26.6,02:00:00:28:8c:e6
2017-06-22,26.8,02:00:00:28:8c:e6
2017-06-23,27.6,02:00:00:28:8c:e6
2017-06-24,26.2,02:00:00:28:8c:e6
2017-06-25,25.6,02:00:00:28:8c:e6
2017-06-26,26.1,02:00:00:28:8c:e6
2017-06-27,26.7,02:00:00:28:8c:e6
2017-06-28,28.3,02:00:00:28:8c:e6
2017-06-29,27.8,02:00:00:28:8c:e6
2017-06-30,24.5,02:00:00:18:fb:78
2017-06-30,25.2,02:00:00:19:22:6a
2017-06-30,20.4,02:00:00:21:01:52
2017-06-30,30.5,02:00:00:21:0a:9e
2017-06-30,32.5,02:00:00:27:38:c2
2017-06-30,28.8,02:00:00:28:8c:e6
2017-06-30,28.9,03:00:00:02:c5:f8
2017-06-30,28.6,03:00:00:02:c6:44
2017-06-30,23.9,03:00:00:03:0e:48
2017-06-30,21.4,03:00:00:04:15:7a
2017-06-30,25.4,70:ee:50:19:09:8a
2017-06-30,25.6,70:ee:50:19:1a:18
2017-06-30,27.2,70:ee:50:19:3f:10
2017-06-30,25.2,70:ee:50:20:ad:96
2017-06-30,31.8,70:ee:50:20:b1:6c
2017-06-30,29.8,70:ee:50:27:49:2e
2017-07-01,24.6,02:00:00:18:fb:78
2017-07-01,21.6,02:00:00:19:22:6a
2017-07-01,22.0,02:00:00:21:01:52
2017-07-01,25.6,02:00:00:21:0a:9e
2017-07-01,34.7,02:00:00:27:38:c2
2017-07-01,29.3,02:00:00:28:8c:e6
2017-07-01,29.4,03:00:00:02:c5:f8
2017-07-01,24.2,03:00:00:02:c6:44
2017-07-01,22.2,03:00:00:03:0e:48
2017-07-01,20.8,03:00:00:04:15:7a
2017-07-01,24.8,70:ee:50:19:09:8a
2017-07-01,25.5,70:ee:50:19:1a:18
2017-07-01,24.0,70:ee:50:19:3f:10
2017-07-01,25.4,70:ee:50:20:ad:96
2017-07-01,26.4,70:ee:50:20:b1:6c
2017-07-01,30.5,70:ee:50:27:49:2e
2017-07-02,29.0,02:00:00:18:fb:78
2017-07-02,23.1,02:00:00:21:01:52
2017-07-02,30.0,02:00:00:21:0a:9e
2017-07-02,27.8,02:00:00:27:38:c2
2017-07-02,29.1,02:00:00:28:8c:e6
2017-07-02,26.2,03:00:00:02:c5:f8
2017-07-02,29.2,03:00:00:02:c6:44
2017-07-02,21.9,03:00:00:04:15:7a
2017-07-02,26.0,70:ee:50:19:09:8a
2017-07-02,29.2,70:ee:50:19:1a:18
2017-07-02,27.4,70:ee:50:20:ad:96
2017-07-02,31.4,70:ee:50:20:b1:6c
2017-07-02,26.6,70:ee:50:27:49:2e
2017-07-03,32.4,02:00:00:18:fb:78
2017-07-03,21.9,02:00:00:21:01:52
2017-07-03,30.4,02:00:00:21:0a:9e
2017-07-03,29.2,02:00:00:28:8c:e6
2017-07-03,29.2,03:00:00:02:c6:44
2017-07-03,20.5,03:00:00:04:15:7a
2017-07-03,24.5,70:ee:50:19:09:8a
2017-07-03,31.7,70:ee:50:19:1a:18
2017-07-03,26.7,70:ee:50:20:ad:96
2017-07-03,31.8,70:ee:50:20:b1:6c
2017-07-04,28.8,02:00:00:18:fb:78
2017-07-04,24.9,02:00:00:19:22:6a
2017-07-04,19.4,02:00:00:21:01:52
2017-07-04,30.1,02:00:00:21:0a:9e
2017-07-04,33.1,02:00:00:27:38:c2
2017-07-04,28.8,02:00:00:28:8c:e6
2017-07-04,28.9,03:00:00:02:c5:f8
2017-07-04,28.2,03:00:00:02:c6:44
2017-07-04,24.5,03:00:00:03:0e:48
2017-07-04,19.7,03:00:00:04:15:7a
2017-07-04,24.8,70:ee:50:19:09:8a
2017-07-04,28.7,70:ee:50:19:1a:18
2017-07-04,26.8,70:ee:50:19:3f:10
2017-07-04,24.8,70:ee:50:20:ad:96
2017-07-04,31.1,70:ee:50:20:b1:6c
2017-07-04,30.1,70:ee:50:27:49:2e
2017-07-05,31.5,02:00:00:18:fb:78
2017-07-05,27.1,02:00:00:19:22:6a
2017-07-05,23.1,02:00:00:21:01:52
2017-07-05,29.6,02:00:00:21:0a:9e
2017-07-05,31.2,02:00:00:27:38:c2
2017-07-05,28.0,02:00:00:28:8c:e6
2017-07-05,28.6,03:00:00:02:c5:f8
2017-07-05,30.0,03:00:00:02:c6:44
2017-07-05,25.9,03:00:00:03:0e:48
2017-07-05,22.4,03:00:00:04:15:7a
2017-07-05,25.1,70:ee:50:19:09:8a
2017-07-05,30.1,70:ee:50:19:1a:18
2017-07-05,31.1,70:ee:50:19:3f:10
2017-07-05,25.2,70:ee:50:20:ad:96
2017-07-05,30.9,70:ee:50:20:b1:6c
2017-07-05,28.7,70:ee:50:27:49:2e
2017-07-06,31.3,02:00:00:18:fb:78
2017-07-06,26.5,02:00:00:19:22:6a
2017-07-06,24.6,02:00:00:21:01:52
2017-07-06,29.1,02:00:00:21:0a:9e
2017-07-06,33.8,02:00:00:27:38:c2
2017-07-06,27.3,02:00:00:28:8c:e6
2017-07-06,27.7,03:00:00:02:c5:f8
2017-07-06,28.4,03:00:00:02:c6:44
2017-07-06,24.6,03:00:00:03:0e:48
2017-07-06,24.2,03:00:00:04:15:7a
2017-07-06,24.8,70:ee:50:19:09:8a
2017-07-06,30.4,70:ee:50:19:1a:18
2017-07-06,28.4,70:ee:50:19:3f:10
2017-07-06,26.9,70:ee:50:20:ad:96
2017-07-06,30.3,70:ee:50:20:b1:6c
2017-07-06,28.9,70:ee:50:27:49:2e
2017-07-07,32.4,02:00:00:18:fb:78
2017-07-07,28.8,02:00:00:19:22:6a
2017-07-07,26.0,02:00:00:21:01:52
2017-07-07,30.8,02:00:00:21:0a:9e
2017-07-07,33.4,02:00:00:27:38:c2
2017-07-07,29.4,02:00:00:27:39:82
2017-07-07,25.1,02:00:00:28:8c:e6
2017-07-07,28.0,03:00:00:02:c5:f8
2017-07-07,30.7,03:00:00:02:c6:44
2017-07-07,25.8,03:00:00:03:0e:48
2017-07-07,26.0,03:00:00:04:15:7a
2017-07-07,29.4,03:00:00:04:1a:d0
2017-07-07,29.2,03:00:00:04:f2:00
2017-07-07,29.2,03:00:00:05:05:30
2017-07-07,24.9,70:ee:50:19:09:8a
2017-07-07,31.8,70:ee:50:19:1a:18
2017-07-07,30.4,70:ee:50:19:3f:10
2017-07-07,29.0,70:ee:50:20:ad:96
2017-07-07,32.1,70:ee:50:20:b1:6c
2017-07-07,29.3,70:ee:50:27:2e:da
2017-07-07,28.9,70:ee:50:27:49:2e
2017-07-07,29.6,70:ee:50:28:e8:40
2017-07-08,33.7,02:00:00:18:fb:78
2017-07-08,29.6,02:00:00:19:22:6a
2017-07-08,25.7,02:00:00:21:01:52
2017-07-08,30.6,02:00:00:21:0a:9e
2017-07-08,35.6,02:00:00:27:38:c2
2017-07-08,28.7,02:00:00:27:39:82
2017-07-08,29.0,02:00:00:28:8c:e6
2017-07-08,28.8,03:00:00:02:c5:f8
2017-07-08,31.8,03:00:00:02:c6:44
2017-07-08,26.4,03:00:00:03:0e:48
2017-07-08,26.3,03:00:00:04:15:7a
2017-07-08,29.1,03:00:00:04:1a:d0
2017-07-08,29.2,03:00:00:04:f2:00
2017-07-08,29.3,03:00:00:05:05:30
2017-07-08,26.1,70:ee:50:19:09:8a
2017-07-08,32.6,70:ee:50:19:1a:18
2017-07-08,31.6,70:ee:50:19:3f:10
2017-07-08,25.1,70:ee:50:20:ad:96
2017-07-08,31.9,70:ee:50:20:b1:6c
2017-07-08,29.1,70:ee:50:27:2e:da
2017-07-08,28.9,70:ee:50:27:49:2e
2017-07-08,29.6,70:ee:50:28:e8:40
2017-07-09,32.5,02:00:00:18:fb:78
2017-07-09,28.9,02:00:00:19:22:6a
2017-07-09,25.4,02:00:00:21:01:52
2017-07-09,31.1,02:00:00:21:0a:9e
2017-07-09,31.1,02:00:00:27:38:c2
2017-07-09,27.8,02:00:00:27:39:82
2017-07-09,28.3,02:00:00:28:8c:e6
2017-07-09,28.0,03:00:00:02:c5:f8
2017-07-09,31.5,03:00:00:02:c6:44
2017-07-09,26.2,03:00:00:03:0e:48
2017-07-09,27.1,03:00:00:04:15:7a
2017-07-09,28.2,03:00:00:04:1a:d0
2017-07-09,28.1,03:00:00:04:f2:00
2017-07-09,28.6,03:00:00:05:05:30
2017-07-09,25.2,70:ee:50:19:09:8a
2017-07-09,31.7,70:ee:50:19:1a:18
2017-07-09,30.4,70:ee:50:19:3f:10
2017-07-09,27.0,70:ee:50:20:ad:96
2017-07-09,32.1,70:ee:50:20:b1:6c
2017-07-09,27.4,70:ee:50:27:2e:da
2017-07-09,28.2,70:ee:50:27:49:2e
2017-07-09,28.7,70:ee:50:28:e8:40
2017-07-10,31.7,02:00:00:18:fb:78
2017-07-10,28.8,02:00:00:19:22:6a
2017-07-10,27.6,02:00:00:21:01:52
2017-07-10,31.7,02:00:00:21:0a:9e
2017-07-10,34.9,02:00:00:27:38:c2
2017-07-10,29.0,02:00:00:27:39:82
2017-07-10,29.0,02:00:00:28:8c:e6
2017-07-10,29.0,03:00:00:02:c5:f8
2017-07-10,31.1,03:00:00:02:c6:44
2017-07-10,26.2,03:00:00:03:0e:48
2017-07-10,26.8,03:00:00:04:15:7a
2017-07-10,29.2,03:00:00:04:1a:d0
2017-07-10,29.5,03:00:00:04:f2:00
2017-07-10,29.4,03:00:00:05:05:30
2017-07-10,23.6,70:ee:50:19:09:8a
2017-07-10,31.5,70:ee:50:19:1a:18
2017-07-10,30.5,70:ee:50:19:3f:10
2017-07-10,29.7,70:ee:50:20:ad:96
2017-07-10,32.8,70:ee:50:20:b1:6c
2017-07-10,29.1,70:ee:50:27:2e:da
2017-07-10,29.1,70:ee:50:27:49:2e
2017-07-10,29.4,70:ee:50:28:e8:40
2017-07-11,30.8,02:00:00:18:fb:78
2017-07-11,28.6,02:00:00:19:22:6a
2017-07-11,22.8,02:00:00:21:01:52
2017-07-11,32.9,02:00:00:21:0a:9e
2017-07-11,36.7,02:00:00:27:38:c2
2017-07-11,29.3,02:00:00:27:39:82
2017-07-11,29.5,02:00:00:28:8c:e6
2017-07-11,29.5,03:00:00:02:c5:f8
2017-07-11,31.5,03:00:00:02:c6:44
2017-07-11,26.9,03:00:00:03:0e:48
2017-07-11,25.0,03:00:00:04:15:7a
2017-07-11,29.9,03:00:00:04:1a:d0
2017-07-11,30.0,03:00:00:04:f2:00
2017-07-11,29.8,03:00:00:05:05:30
2017-07-11,24.1,70:ee:50:19:09:8a
2017-07-11,31.5,70:ee:50:19:1a:18
2017-07-11,30.1,70:ee:50:19:3f:10
2017-07-11,28.6,70:ee:50:20:ad:96
2017-07-11,33.8,70:ee:50:20:b1:6c
2017-07-11,30.1,70:ee:50:27:2e:da
2017-07-11,29.8,70:ee:50:27:49:2e
2017-07-11,30.1,70:ee:50:28:e8:40
2017-07-12,32.0,02:00:00:18:fb:78
2017-07-12,31.0,02:00:00:19:22:6a
2017-07-12,25.9,02:00:00:21:01:52
2017-07-12,34.1,02:00:00:21:0a:9e
2017-07-12,26.2,02:00:00:27:38:c2
2017-07-12,25.2,02:00:00:27:39:82
2017-07-12,25.3,02:00:00:28:8c:e6
2017-07-12,25.0,03:00:00:02:c5:f8
2017-07-12,33.8,03:00:00:02:c6:44
2017-07-12,29.5,03:00:00:03:0e:48
2017-07-12,27.5,03:00:00:04:15:7a
2017-07-12,25.2,03:00:00:04:1a:d0
2017-07-12,25.2,03:00:00:04:f2:00
2017-07-12,25.2,03:00:00:05:05:30
2017-07-12,25.2,70:ee:50:19:09:8a
2017-07-12,32.1,70:ee:50:19:1a:18
2017-07-12,35.4,70:ee:50:19:3f:10
2017-07-12,28.1,70:ee:50:20:ad:96
2017-07-12,35.4,70:ee:50:20:b1:6c
2017-07-12,24.9,70:ee:50:27:2e:da
2017-07-12,24.9,70:ee:50:27:49:2e
2017-07-12,25.3,70:ee:50:28:e8:40
2017-07-13,30.4,02:00:00:18:fb:78
2017-07-13,29.4,02:00:00:19:22:6a
2017-07-13,25.4,02:00:00:21:01:52
2017-07-13,33.7,02:00:00:21:0a:9e
2017-07-13,32.4,03:00:00:02:c6:44
2017-07-13,29.5,03:00:00:03:0e:48
2017-07-13,25.4,03:00:00:04:15:7a
2017-07-13,24.7,70:ee:50:19:09:8a
2017-07-13,30.9,70:ee:50:19:1a:18
2017-07-13,34.9,70:ee:50:19:3f:10
2017-07-13,29.2,70:ee:50:20:ad:96
2017-07-13,35.0,70:ee:50:20:b1:6c
2017-07-14,32.4,02:00:00:18:fb:78
2017-07-14,29.2,02:00:00:19:22:6a
2017-07-14,24.6,02:00:00:21:01:52
2017-07-14,35.0,02:00:00:21:0a:9e
2017-07-14,32.1,03:00:00:02:c6:44
2017-07-14,28.7,03:00:00:03:0e:48
2017-07-14,25.8,03:00:00:04:15:7a
2017-07-14,24.4,70:ee:50:19:09:8a
2017-07-14,32.2,70:ee:50:19:1a:18
2017-07-14,33.7,70:ee:50:19:3f:10
2017-07-14,28.0,70:ee:50:20:ad:96
2017-07-14,36.6,70:ee:50:20:b1:6c
2017-07-15,33.7,02:00:00:18:fb:78
2017-07-15,29.2,02:00:00:19:22:6a
2017-07-15,28.3,02:00:00:21:01:52
2017-07-15,34.0,02:00:00:21:0a:9e
2017-07-15,33.1,03:00:00:02:c6:44
2017-07-15,28.1,03:00:00:03:0e:48
2017-07-15,26.4,03:00:00:04:15:7a
2017-07-15,23.8,70:ee:50:19:09:8a
2017-07-15,33.2,70:ee:50:19:1a:18
2017-07-15,33.1,70:ee:50:19:3f:10
2017-07-15,28.7,70:ee:50:20:ad:96
2017-07-15,35.2,70:ee:50:20:b1:6c
2017-07-16,33.9,02:00:00:18:fb:78
2017-07-16,29.0,02:00:00:19:22:6a
2017-07-16,23.8,02:00:00:21:01:52
2017-07-16,34.8,02:00:00:21:0a:9e
2017-07-16,33.6,02:00:00:27:38:c2
2017-07-16,28.7,02:00:00:27:39:82
2017-07-16,28.8,02:00:00:28:8c:e6
2017-07-16,28.5,03:00:00:02:c5:f8
2017-07-16,33.0,03:00:00:02:c6:44
2017-07-16,27.5,03:00:00:03:0e:48
2017-07-16,24.6,03:00:00:04:15:7a
2017-07-16,29.4,03:00:00:04:1a:d0
2017-07-16,28.7,03:00:00:04:f2:00
2017-07-16,29.0,03:00:00:05:05:30
2017-07-16,25.2,70:ee:50:19:09:8a
2017-07-16,33.4,70:ee:50:19:1a:18
2017-07-16,32.4,70:ee:50:19:3f:10
2017-07-16,26.6,70:ee:50:20:ad:96
2017-07-16,36.5,70:ee:50:20:b1:6c
2017-07-16,29.6,70:ee:50:27:2e:da
2017-07-16,32.1,70:ee:50:27:49:2e
2017-07-16,30.7,70:ee:50:28:e8:40
2017-07-17,34.6,02:00:00:18:fb:78
2017-07-17,30.2,02:00:00:19:22:6a
2017-07-17,22.6,02:00:00:21:01:52
2017-07-17,36.8,02:00:00:21:0a:9e
2017-07-17,33.5,02:00:00:27:38:c2
2017-07-17,29.6,02:00:00:27:39:82
2017-07-17,29.4,02:00:00:28:8c:e6
2017-07-17,29.7,03:00:00:02:c5:f8
2017-07-17,34.4,03:00:00:02:c6:44
2017-07-17,28.2,03:00:00:03:0e:48
2017-07-17,23.2,03:00:00:04:15:7a
2017-07-17,29.5,03:00:00:04:1a:d0
2017-07-17,29.5,03:00:00:04:f2:00
2017-07-17,29.8,03:00:00:05:05:30
2017-07-17,24.6,70:ee:50:19:09:8a
2017-07-17,34.5,70:ee:50:19:1a:18
2017-07-17,34.0,70:ee:50:19:3f:10
2017-07-17,24.1,70:ee:50:20:ad:96
2017-07-17,38.4,70:ee:50:20:b1:6c
2017-07-17,29.4,70:ee:50:27:2e:da
2017-07-17,29.5,70:ee:50:27:49:2e
2017-07-17,29.6,70:ee:50:28:e8:40
2017-07-18,33.0,02:00:00:18:fb:78
2017-07-18,27.3,02:00:00:19:22:6a
2017-07-18,18.4,02:00:00:21:01:52
2017-07-18,35.9,02:00:00:21:0a:9e
2017-07-18,31.7,02:00:00:27:38:c2
2017-07-18,28.4,02:00:00:27:39:82
2017-07-18,28.2,02:00:00:28:8c:e6
2017-07-18,28.4,03:00:00:02:c5:f8
2017-07-18,32.4,03:00:00:02:c6:44
2017-07-18,27.2,03:00:00:03:0e:48
2017-07-18,21.1,03:00:00:04:15:7a
2017-07-18,28.6,03:00:00:04:1a:d0
2017-07-18,28.3,03:00:00:04:f2:00
2017-07-18,28.5,03:00:00:05:05:30
2017-07-18,24.9,70:ee:50:19:09:8a
2017-07-18,31.6,70:ee:50:19:1a:18
2017-07-18,31.4,70:ee:50:19:3f:10
2017-07-18,23.5,70:ee:50:20:ad:96
2017-07-18,37.7,70:ee:50:20:b1:6c
2017-07-18,28.6,70:ee:50:27:2e:da
2017-07-18,28.3,70:ee:50:27:49:2e
2017-07-18,28.5,70:ee:50:28:e8:40
2017-07-19,30.4,02:00:00:18:fb:78
2017-07-19,26.6,02:00:00:19:22:6a
2017-07-19,19.5,02:00:00:21:01:52
2017-07-19,35.2,02:00:00:27:38:c2
2017-07-19,29.6,02:00:00:27:39:82
2017-07-19,29.7,02:00:00:28:8c:e6
2017-07-19,29.4,03:00:00:02:c5:f8
2017-07-19,24.9,03:00:00:03:0e:48
2017-07-19,21.2,03:00:00:04:15:7a
2017-07-19,29.7,03:00:00:04:1a:d0
2017-07-19,30.0,03:00:00:04:f2:00
2017-07-19,29.8,03:00:00:05:05:30
2017-07-19,24.1,70:ee:50:19:09:8a
2017-07-19,29.9,70:ee:50:19:1a:18
2017-07-19,28.9,70:ee:50:19:3f:10
2017-07-19,22.7,70:ee:50:20:ad:96
2017-07-19,30.1,70:ee:50:27:2e:da
2017-07-19,29.3,70:ee:50:27:49:2e
2017-07-19,29.7,70:ee:50:28:e8:40
2017-07-20,31.3,02:00:00:18:fb:78
2017-07-20,29.5,02:00:00:19:22:6a
2017-07-20,21.1,02:00:00:21:01:52
2017-07-20,34.8,02:00:00:27:38:c2
2017-07-20,28.8,02:00:00:27:39:82
2017-07-20,29.0,02:00:00:28:8c:e6
2017-07-20,28.6,03:00:00:02:c5:f8
2017-07-20,26.7,03:00:00:03:0e:48
2017-07-20,21.5,03:00:00:04:15:7a
2017-07-20,29.1,03:00:00:04:1a:d0
2017-07-20,29.6,03:00:00:04:f2:00
2017-07-20,28.9,03:00:00:05:05:30
2017-07-20,23.8,70:ee:50:19:09:8a
2017-07-20,31.8,70:ee:50:19:1a:18
2017-07-20,30.8,70:ee:50:19:3f:10
2017-07-20,22.8,70:ee:50:20:ad:96
2017-07-20,29.6,70:ee:50:27:2e:da
2017-07-20,28.6,70:ee:50:27:49:2e
2017-07-20,28.9,70:ee:50:28:e8:40
2017-07-21,28.6,02:00:00:18:fb:78
2017-07-21,30.2,02:00:00:19:22:6a
2017-07-21,24.6,02:00:00:21:01:52
2017-07-21,35.4,02:00:00:27:38:c2
2017-07-21,30.2,02:00:00:27:39:82
2017-07-21,30.4,02:00:00:28:8c:e6
2017-07-21,29.9,03:00:00:02:c5:f8
2017-07-21,28.2,03:00:00:03:0e:48
2017-07-21,23.9,03:00:00:04:15:7a
2017-07-21,30.8,03:00:00:04:1a:d0
2017-07-21,31.2,03:00:00:04:f2:00
2017-07-21,30.5,03:00:00:05:05:30
2017-07-21,22.9,70:ee:50:19:09:8a
2017-07-21,28.8,70:ee:50:19:1a:18
2017-07-21,32.8,70:ee:50:19:3f:10
2017-07-21,26.3,70:ee:50:20:ad:96
2017-07-21,31.1,70:ee:50:27:2e:da
2017-07-21,30.1,70:ee:50:27:49:2e
2017-07-21,30.5,70:ee:50:28:e8:40
2017-07-22,29.6,02:00:00:19:22:6a
2017-07-22,24.6,02:00:00:21:01:52
2017-07-22,35.4,02:00:00:27:38:c2
2017-07-22,29.9,02:00:00:27:39:82
2017-07-22,30.2,02:00:00:28:8c:e6
2017-07-22,29.8,03:00:00:02:c5:f8
2017-07-22,27.9,03:00:00:03:0e:48
2017-07-22,24.2,03:00:00:04:15:7a
2017-07-22,30.4,03:00:00:04:1a:d0
2017-07-22,30.6,03:00:00:04:f2:00
2017-07-22,30.6,03:00:00:05:05:30
2017-07-22,23.9,70:ee:50:19:09:8a
2017-07-22,32.2,70:ee:50:19:3f:10
2017-07-22,27.8,70:ee:50:20:ad:96
2017-07-22,30.3,70:ee:50:27:2e:da
2017-07-22,29.3,70:ee:50:27:49:2e
2017-07-22,30.1,70:ee:50:28:e8:40
2017-07-23,25.4,02:00:00:19:22:6a
2017-07-23,25.2,02:00:00:21:01:52
2017-07-23,34.2,02:00:00:27:38:c2
2017-07-23,29.7,02:00:00:27:39:82
2017-07-23,29.6,02:00:00:28:8c:e6
2017-07-23,29.7,03:00:00:02:c5:f8
2017-07-23,25.2,03:00:00:03:0e:48
2017-07-23,26.4,03:00:00:04:15:7a
2017-07-23,30.4,03:00:00:04:1a:d0
2017-07-23,30.9,03:00:00:04:f2:00
2017-07-23,29.8,03:00:00:05:05:30
2017-07-23,25.1,70:ee:50:19:09:8a
2017-07-23,27.0,70:ee:50:19:3f:10
2017-07-23,27.2,70:ee:50:20:ad:96
2017-07-23,30.7,70:ee:50:27:2e:da
2017-07-23,29.6,70:ee:50:27:49:2e
2017-07-23,30.2,70:ee:50:28:e8:40
2017-07-24,27.0,02:00:00:19:22:6a
2017-07-24,23.9,02:00:00:21:01:52
2017-07-24,29.1,03:00:00:02:c5:f8
2017-07-24,26.6,03:00:00:03:0e:48
2017-07-24,24.3,03:00:00:04:15:7a
2017-07-24,30.4,03:00:00:04:1a:d0
2017-07-24,31.0,03:00:00:04:f2:00
2017-07-24,29.7,03:00:00:05:05:30
2017-07-24,24.4,70:ee:50:19:09:8a
2017-07-24,30.5,70:ee:50:19:3f:10
2017-07-24,26.1,70:ee:50:20:ad:96
2017-07-24,30.5,70:ee:50:27:2e:da
